Title,URL,Product Price,Stars
The Tipping Point: How Little Things Can Make a Big Difference,https://books.toscrape.com/catalogue/the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html,£10.02,Two
The Thing About Jellyfish,https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html,£48.77,One
The Stand,https://books.toscrape.com/catalogue/the-stand_282/index.html,£57.86,Two
The Smitten Kitchen Cookbook,https://books.toscrape.com/catalogue/the-smitten-kitchen-cookbook_281/index.html,£23.59,One
Frankenstein,https://books.toscrape.com/catalogue/frankenstein_20/index.html,£38.00,Two
Forever Rockers (The Rocker #12),https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html,£28.80,Three
Fighting Fate (Fighting #6),https://books.toscrape.com/catalogue/fighting-fate-fighting-6_18/index.html,£39.24,Three
Emma,https://books.toscrape.com/catalogue/emma_17/index.html,£32.93,Two
"Eat, Pray, Love",https://books.toscrape.com/catalogue/eat-pray-love_16/index.html,£51.32,Three
Deep Under (Walker Security #1),https://books.toscrape.com/catalogue/deep-under-walker-security-1_15/index.html,£47.09,Five
Choosing Our Religion: The Spiritual Lives of America's Nones,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,£28.42,Four
Charlie and the Chocolate Factory (Charlie Bucket #1),https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,£22.85,Three
Charity's Cross (Charles Towne Belles #4),https://books.toscrape.com/catalogue/charitys-cross-charles-towne-belles-4_12/index.html,£41.24,One
Bright Lines,https://books.toscrape.com/catalogue/bright-lines_11/index.html,£39.07,Five
Bridget Jones's Diary (Bridget Jones #1),https://books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html,£29.82,One
Bounty (Colorado Mountain #7),https://books.toscrape.com/catalogue/bounty-colorado-mountain-7_9/index.html,£37.26,Four
Blood Defense (Samantha Brinkman #1),https://books.toscrape.com/catalogue/blood-defense-samantha-brinkman-1_8/index.html,£20.30,Three
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",https://books.toscrape.com/catalogue/bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html,£34.65,Five
Beyond Good and Evil,https://books.toscrape.com/catalogue/beyond-good-and-evil_6/index.html,£43.38,One
Alice in Wonderland (Alice's Adventures in Wonderland #1),https://books.toscrape.com/catalogue/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,£55.53,One
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",https://books.toscrape.com/catalogue/ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html,£57.06,Four
A Spy's Devotion (The Regency Spies of London #1),https://books.toscrape.com/catalogue/a-spys-devotion-the-regency-spies-of-london-1_3/index.html,£16.97,Five
1st to Die (Women's Murder Club #1),https://books.toscrape.com/catalogue/1st-to-die-womens-murder-club-1_2/index.html,£53.98,One
"1,000 Places to See Before You Die",https://books.toscrape.com/catalogue/1000-places-to-see-before-you-die_1/index.html,£26.08,Five
The Nameless City (The Nameless City #1),https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html,£38.16,Four
The Murder That Never Was (Forensic Instincts #5),https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html,£54.11,Three
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,£42.96,Four
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,£23.89,Four
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,£16.77,Three
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,£20.59,Five
The Gutsy Girl: Escapades for Your Life of Epic Adventure,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,£37.13,One
The Electric Pencil: Drawings from Inside State Hospital No. 3,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,£56.06,One
The Death of Humanity: and the Case for Life,https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,£58.11,Four
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,£49.05,Three
The Art Forger,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,£40.76,Three
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,£19.73,One
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,£32.24,Five
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,£41.83,Four
Soul Reader,https://books.toscrape.com/catalogue/soul-reader_926/index.html,£39.58,Two
Security,https://books.toscrape.com/catalogue/security_925/index.html,£39.25,Two
"Saga, Volume 6 (Saga (Collected Editions) #6)",https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,£25.02,Three
"Saga, Volume 5 (Saga (Collected Editions) #5)",https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,£51.04,Two
Reskilling America: Learning to Labor in the Twenty-First Century,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,£19.83,Two
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,£50.40,Three
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,£33.92,Three
The Last Painting of Sara de Vos,https://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html,£55.55,Two
"The Land of 10,000 Madonnas",https://books.toscrape.com/catalogue/the-land-of-10000-madonnas_258/index.html,£29.64,Four
The Infinities,https://books.toscrape.com/catalogue/the-infinities_257/index.html,£27.41,One
The Husband's Secret,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html,£52.51,Five
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),https://books.toscrape.com/catalogue/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,£47.80,Three
The Guns of August,https://books.toscrape.com/catalogue/the-guns-of-august_254/index.html,£14.54,Two
The Guernsey Literary and Potato Peel Pie Society,https://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html,£49.53,One
The Goldfinch,https://books.toscrape.com/catalogue/the-goldfinch_252/index.html,£43.58,Three
The Giver (The Giver Quartet #1),https://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html,£12.30,One
The Girl with All the Gifts,https://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html,£49.47,Three
The Girl Who Played with Fire (Millennium Trilogy #2),https://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,£22.14,Two
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),https://books.toscrape.com/catalogue/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html,£57.48,One
The Exiled,https://books.toscrape.com/catalogue/the-exiled_247/index.html,£43.45,Three
"The End of Faith: Religion, Terror, and the Future of Reason",https://books.toscrape.com/catalogue/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html,£22.13,Four
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",https://books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,£13.03,Four
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",https://books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,£57.35,Five
The Devil Wears Prada (The Devil Wears Prada #1),https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,£44.29,One
The Demon-Haunted World: Science as a Candle in the Dark,https://books.toscrape.com/catalogue/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,£52.25,Four
The Day the Crayons Came Home (Crayons),https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html,£26.33,Five
The Power of Habit: Why We Do What We Do in Life and Business,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,£16.88,Three
The Marriage of Opposites,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,£28.08,Four
The Lucifer Effect: Understanding How Good People Turn Evil,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,£10.40,One
The Long Haul (Diary of a Wimpy Kid #9),https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,£44.07,One
The Loney,https://books.toscrape.com/catalogue/the-loney_756/index.html,£23.40,One
The Literature Book (Big Ideas Simply Explained),https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,£17.43,Three
The Last Mile (Amos Decker #2),https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,£54.21,Two
The Immortal Life of Henrietta Lacks,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,£40.67,Two
The Hidden Oracle (The Trials of Apollo #1),https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,£52.26,Two
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,£28.77,Three
The Guilty (Will Robie #4),https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,£13.82,Two
The First Hostage (J.B. Collins #2),https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,£25.85,Three
The Dovekeepers,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,£48.78,One
The Darkest Lie,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,£35.35,Five
The Bane Chronicles (The Bane Chronicles #1-11),https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,£44.73,Four
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,£15.77,One
The 14th Colony (Cotton Malone #11),https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,£39.24,One
That Darkness (Gardiner and Renner #1),https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,£13.92,One
Tastes Like Fear (DI Marnie Rome #3),https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,£10.69,One
Take Me with You,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,£45.21,Three
Without Shame,https://books.toscrape.com/catalogue/without-shame_580/index.html,£48.27,Five
Watchmen,https://books.toscrape.com/catalogue/watchmen_579/index.html,£58.05,Four
Unlimited Intuition Now,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html,£58.87,Four
Underlying Notes,https://books.toscrape.com/catalogue/underlying-notes_577/index.html,£11.82,Two
The Shack,https://books.toscrape.com/catalogue/the-shack_576/index.html,£28.03,One
The New Brand You: Your New Image Makes the Sale for You,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,£44.05,Five
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,£12.34,Four
The Flowers Lied,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html,£16.68,Two
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,£55.91,One
The Book of Mormon,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,£24.57,Three
The Art and Science of Low Carbohydrate Living,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html,£52.98,Five
The Alien Club,https://books.toscrape.com/catalogue/the-alien-club_569/index.html,£54.40,One
Suzie Snowflake: One beautiful flake (a self-esteem story),https://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,£54.81,Five
Nap-a-Roo,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html,£25.08,One
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,£10.41,Four
Modern Day Fables,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html,£47.44,Two
If I Gave You God's Phone Number....: Searching for Spirituality in America,https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,£20.91,One
"Fruits Basket, Vol. 9 (Fruits Basket #9)",https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html,£33.95,Four
Dress Your Family in Corduroy and Denim,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html,£43.68,Three
Don't Forget Steven,https://books.toscrape.com/catalogue/dont-forget-steven_561/index.html,£33.23,One
The Barefoot Contessa Cookbook,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html,£59.92,Five
Tell the Wolves I'm Home,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html,£50.96,Two
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,£30.60,Three
Pride and Prejudice,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html,£19.27,Four
Musicophilia: Tales of Music and the Brain,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html,£46.58,One
Mere Christianity,https://books.toscrape.com/catalogue/mere-christianity_435/index.html,£48.51,Three
Me Before You (Me Before You #1),https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,£19.02,One
In the Woods (Dublin Murder Squad #1),https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html,£38.38,Two
In Cold Blood,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html,£49.98,Four
How to Stop Worrying and Start Living,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html,£46.49,Five
Give It Back,https://books.toscrape.com/catalogue/give-it-back_430/index.html,£18.32,Two
"Girl, Interrupted",https://books.toscrape.com/catalogue/girl-interrupted_429/index.html,£42.14,Three
Fun Home: A Family Tragicomic,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html,£56.59,Four
"Fruits Basket, Vol. 6 (Fruits Basket #6)",https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html,£20.96,Four
Deception Point,https://books.toscrape.com/catalogue/deception-point_426/index.html,£40.32,Four
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html,£36.39,Three
Catherine the Great: Portrait of a Woman,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html,£58.55,Four
Better Homes and Gardens New Cook Book,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html,£39.61,Three
An Unquiet Mind: A Memoir of Moods and Madness,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,£21.30,Three
A Year in Provence (Provence #1),https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html,£56.88,Four
Hide Away (Eve Duncan #20),https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html,£11.84,One
Furiously Happy: A Funny Book About Horrible Things,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html,£41.46,Four
Everyday Italian: 125 Simple and Delicious Recipes,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html,£20.10,Five
Equal Is Unfair: America's Misguided Fight Against Income Inequality,https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,£56.86,One
Eleanor & Park,https://books.toscrape.com/catalogue/eleanor-park_616/index.html,£56.51,Five
Dirty (Dive Bar #1),https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html,£40.83,Four
Can You Keep a Secret? (Fear Street Relaunch #4),https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,£48.64,One
Boar Island (Anna Pigeon #19),https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html,£59.48,Three
A Paris Apartment,https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html,£39.01,Four
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,£38.77,One
Troublemaker: Surviving Hollywood and Scientology,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html,£48.39,Two
The Widow,https://books.toscrape.com/catalogue/the-widow_609/index.html,£27.26,Two
"The Sleep Revolution: Transforming Your Life, One Night at a Time",https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,£11.68,Four
The Improbability of Love,https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html,£59.45,One
The Art of Startup Fundraising,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html,£21.00,Three
Take Me Home Tonight (Rock Star Romance #3),https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html,£53.98,Three
Sleeping Giants (Themis Files #1),https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html,£48.74,One
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,£21.15,Two
Playing with Fire,https://books.toscrape.com/catalogue/playing-with-fire_602/index.html,£13.71,Three
Off the Hook (Fishing for Trouble #1),https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html,£47.67,Three
Shopaholic Ties the Knot (Shopaholic #3),https://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html,£48.39,Five
Paper and Fire (The Great Library #2),https://books.toscrape.com/catalogue/paper-and-fire-the-great-library-2_339/index.html,£49.45,Five
Outlander (Outlander #1),https://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html,£19.67,Five
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,£12.36,Three
No One Here Gets Out Alive,https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,£20.02,Five
Night Shift (Night Shift #1-20),https://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html,£12.75,Four
Needful Things,https://books.toscrape.com/catalogue/needful-things_334/index.html,£47.51,Four
Mockingjay (The Hunger Games #3),https://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html,£20.44,Four
Misery,https://books.toscrape.com/catalogue/misery_332/index.html,£34.79,Two
Little Women (Little Women #1),https://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html,£28.07,Four
It,https://books.toscrape.com/catalogue/it_330/index.html,£25.01,Three
Harry Potter and the Sorcerer's Stone (Harry Potter #1),https://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html,£13.90,Three
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),https://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html,£24.17,Four
Harry Potter and the Order of the Phoenix (Harry Potter #5),https://books.toscrape.com/catalogue/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html,£31.63,Four
Harry Potter and the Half-Blood Prince (Harry Potter #6),https://books.toscrape.com/catalogue/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html,£48.75,Five
Harry Potter and the Chamber of Secrets (Harry Potter #2),https://books.toscrape.com/catalogue/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html,£14.74,One
Gone with the Wind,https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html,£32.49,Three
God Is Not Great: How Religion Poisons Everything,https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html,£27.80,One
Girl With a Pearl Earring,https://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html,£26.77,One
"Fruits Basket, Vol. 4 (Fruits Basket #4)",https://books.toscrape.com/catalogue/fruits-basket-vol-4-fruits-basket-4_321/index.html,£50.44,Four
Dark Notes,https://books.toscrape.com/catalogue/dark-notes_800/index.html,£19.19,Five
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,£19.43,Three
Close to You,https://books.toscrape.com/catalogue/close-to-you_798/index.html,£49.46,Four
Chasing Heaven: What Dying Taught Me About Living,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,£37.80,Two
Big Magic: Creative Living Beyond Fear,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,£30.80,Three
Becoming Wise: An Inquiry into the Mystery and Art of Living,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,£27.43,Two
Beauty Restored (Riley Family Legacy Novellas #3),https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,£11.11,Two
Batman: The Long Halloween (Batman),https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,£36.50,Two
Batman: The Dark Knight Returns (Batman),https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,£15.38,Five
Ayumi's Violin,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html,£15.48,Two
Anonymous,https://books.toscrape.com/catalogue/anonymous_790/index.html,£46.82,Four
Amy Meets the Saints and Sages,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,£18.46,Three
Amid the Chaos,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html,£36.58,One
Amatus,https://books.toscrape.com/catalogue/amatus_787/index.html,£50.54,Five
Agnostic: A Spirited Manifesto,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,£12.51,Five
Zealot: The Life and Times of Jesus of Nazareth,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,£24.70,Three
You (You #1),https://books.toscrape.com/catalogue/you-you-1_784/index.html,£43.61,Five
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,£37.34,Four
Wild Swans,https://books.toscrape.com/catalogue/wild-swans_782/index.html,£14.36,Two
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,£52.65,Four
Alight (The Generations Trilogy #2),https://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html,£58.59,Four
A Girl's Guide to Moving On (New Beginnings #2),https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,£31.30,One
A Game of Thrones (A Song of Ice and Fire #1),https://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html,£46.42,Two
A Feast for Crows (A Song of Ice and Fire #4),https://books.toscrape.com/catalogue/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html,£17.21,Four
A Clash of Kings (A Song of Ice and Fire #2),https://books.toscrape.com/catalogue/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html,£10.79,Three
Vogue Colors A to Z: A Fashion Coloring Book,https://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html,£52.35,Four
The Shining (The Shining #1),https://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html,£27.88,Three
The Pilgrim's Progress,https://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html,£50.26,Two
The Perfect Play (Play by Play #1),https://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html,£59.99,Three
The Passion of Dolssa,https://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html,£28.32,Five
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,£38.71,Three
The Hunger Games (The Hunger Games #1),https://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html,£29.85,Five
The Hound of the Baskervilles (Sherlock Holmes #5),https://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,£14.82,Two
The Gunning of America: Business and the Making of American Gun Culture,https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,£16.81,Four
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,£28.23,Two
The Demonists (Demonist #1),https://books.toscrape.com/catalogue/the-demonists-demonist-1_345/index.html,£52.11,Two
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",https://books.toscrape.com/catalogue/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html,£27.88,Two
